IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
47.236.103.153	2096	2096	TRUE	SIN	Asia Pacific	Singapore	85	8.39
47.236.7.246	2095	2095	FALSE	SIN	Asia Pacific	Singapore	38	8.39
8.222.175.78	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	8.39
47.245.7.212	2086	2086	FALSE	SIN	Asia Pacific	Singapore	168	8.39
47.245.54.140	2083	2083	TRUE	SIN	Asia Pacific	Singapore	234	8.38
8.219.97.179	2083	2083	TRUE	SIN	Asia Pacific	Singapore	44	8.38
8.218.18.235	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	44	8.37
47.245.37.98	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	179	8.37
47.74.12.139	2086	2086	FALSE	LAX	North America	Los Angeles	180	8.37
47.74.16.255	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	79	8.37
47.74.4.47	2052	2052	FALSE	SIN	Asia Pacific	Singapore	156	8.37
8.222.212.219	2053	2053	TRUE	SIN	Asia Pacific	Singapore	102	8.37
47.236.7.246	2082	2082	FALSE	SIN	Asia Pacific	Singapore	29	8.37
47.74.13.239	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	75	8.36
47.74.15.80	2086	2086	FALSE	LAX	North America	Los Angeles	185	8.36
47.245.56.207	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	166	8.36
8.222.213.221	443	443	TRUE	SIN	Asia Pacific	Singapore	65	8.36
47.74.7.51	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	8.36
47.245.37.98	80	80	FALSE	SIN	Asia Pacific	Singapore	169	8.36
8.219.112.75	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	8.35
47.245.102.156	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	8.35
47.74.15.117	2082	2082	FALSE	LAX	North America	Los Angeles	175	8.35
8.222.169.182	2052	2052	FALSE	SIN	Asia Pacific	Singapore	17	8.35
8.209.215.247	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	8.35
8.222.174.108	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	8.35
47.245.57.109	2086	2086	FALSE	LAX	North America	Los Angeles	180	8.35
47.236.144.196	8443	8443	TRUE	SIN	Asia Pacific	Singapore	61	8.35
47.245.41.69	2082	2082	FALSE	SIN	Asia Pacific	Singapore	170	8.35
47.236.116.182	443	443	TRUE	SIN	Asia Pacific	Singapore	89	8.34
8.218.126.53	2086	2086	FALSE	SIN	Asia Pacific	Singapore	83	8.34
47.245.15.29	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	202	8.34
47.245.14.12	8880	8880	FALSE	LAX	North America	Los Angeles	178	8.34
47.245.40.161	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	149	8.34
47.91.10.228	8880	8880	FALSE	SIN	Asia Pacific	Singapore	165	8.34
8.222.137.166	2052	2052	FALSE	SIN	Asia Pacific	Singapore	24	8.34
47.245.32.215	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	197	8.33
8.209.215.247	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	74	8.33
8.219.60.130	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	8.33
8.219.129.38	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	8.33
47.74.27.94	2086	2086	FALSE	SIN	Asia Pacific	Singapore	164	8.33
47.74.52.188	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	83	8.33
47.245.31.0	2082	2082	FALSE	LAX	North America	Los Angeles	178	8.32
8.222.169.182	2082	2082	FALSE	SIN	Asia Pacific	Singapore	18	8.32
8.219.122.55	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	8.32
47.236.121.7	2096	2096	TRUE	SIN	Asia Pacific	Singapore	79	8.32
47.245.52.153	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	115	8.32
8.218.204.128	443	443	TRUE	HKG	Asia Pacific	Hong Kong	80	8.32
47.245.53.101	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	133	8.32
8.222.255.15	2052	2052	FALSE	SIN	Asia Pacific	Singapore	48	8.32
8.222.168.234	8080	8080	FALSE	SIN	Asia Pacific	Singapore	43	8.31
8.219.101.72	8443	8443	TRUE	SIN	Asia Pacific	Singapore	92	8.31
47.236.116.208	2083	2083	TRUE	SIN	Asia Pacific	Singapore	114	8.31
8.209.222.31	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	77	8.31
8.219.70.117	2096	2096	TRUE	SIN	Asia Pacific	Singapore	72	8.31
8.222.208.38	2083	2083	TRUE	SIN	Asia Pacific	Singapore	138	8.31
8.217.250.5	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	101	8.31
47.236.88.181	2096	2096	TRUE	SIN	Asia Pacific	Singapore	82	8.3
8.222.224.163	80	80	FALSE	SIN	Asia Pacific	Singapore	51	8.3
8.218.174.118	443	443	TRUE	HKG	Asia Pacific	Hong Kong	115	8.29
8.219.134.63	80	80	FALSE	SIN	Asia Pacific	Singapore	8	8.29
8.222.129.245	2083	2083	TRUE	SIN	Asia Pacific	Singapore	57	8.29
8.219.4.122	2082	2082	FALSE	SIN	Asia Pacific	Singapore	2	8.29
8.219.103.65	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	8.29
47.245.34.36	2083	2083	TRUE	SIN	Asia Pacific	Singapore	175	8.29
8.209.243.172	2083	2083	TRUE	LAX	North America	Los Angeles	172	8.28
47.245.40.161	2096	2096	TRUE	SIN	Asia Pacific	Singapore	419	8.28
47.245.42.210	80	80	FALSE	SIN	Asia Pacific	Singapore	157	8.28
47.245.42.162	2083	2083	TRUE	LAX	North America	Los Angeles	307	8.28
8.219.142.229	80	80	FALSE	SIN	Asia Pacific	Singapore	4	8.28
47.245.37.94	2053	2053	TRUE	SIN	Asia Pacific	Singapore	247	8.28
47.236.116.182	2053	2053	TRUE	SIN	Asia Pacific	Singapore	145	8.28
8.222.244.123	2053	2053	TRUE	SIN	Asia Pacific	Singapore	125	8.28
47.76.80.72	80	80	FALSE	HKG	Asia Pacific	Hong Kong	44	8.28
47.245.57.38	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	288	8.27
47.245.86.230	8080	8080	FALSE	SIN	Asia Pacific	Singapore	38	8.27
8.209.222.232	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	156	8.27
47.74.16.67	8880	8880	FALSE	SIN	Asia Pacific	Singapore	158	8.27
47.245.59.244	8880	8880	FALSE	SIN	Asia Pacific	Singapore	157	8.27
47.245.118.70	2053	2053	TRUE	SIN	Asia Pacific	Singapore	36	8.27
8.222.215.228	2095	2095	FALSE	SIN	Asia Pacific	Singapore	3	8.27
47.74.6.16	2053	2053	TRUE	SIN	Asia Pacific	Singapore	267	8.26
8.222.221.86	2082	2082	FALSE	SIN	Asia Pacific	Singapore	230	8.26
8.222.128.131	80	80	FALSE	SIN	Asia Pacific	Singapore	30	8.26
8.218.52.115	80	80	FALSE	HKG	Asia Pacific	Hong Kong	40	8.26
47.245.41.84	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	8.26
47.74.43.95	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	280	8.26
8.219.5.10	80	80	FALSE	SIN	Asia Pacific	Singapore	15	8.26
47.236.117.48	8880	8880	FALSE	SIN	Asia Pacific	Singapore	45	8.26
8.222.160.61	8080	8080	FALSE	SIN	Asia Pacific	Singapore	27	8.25
47.245.8.185	2052	2052	FALSE	LAX	North America	Los Angeles	179	8.25
47.245.52.165	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	195	8.25
47.74.5.99	2087	2087	TRUE	SIN	Asia Pacific	Singapore	188	8.25
47.91.14.47	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	93	8.25
8.222.153.11	2086	2086	FALSE	SIN	Asia Pacific	Singapore	46	8.25
47.236.130.95	8080	8080	FALSE	SIN	Asia Pacific	Singapore	30	8.24
47.91.21.127	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	291	8.24
8.217.164.10	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	66	8.24
8.219.100.168	80	80	FALSE	SIN	Asia Pacific	Singapore	12	8.23
8.218.3.12	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	93	8.23
47.74.6.16	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	139	8.23
8.219.255.171	8880	8880	FALSE	SIN	Asia Pacific	Singapore	2	8.22
47.245.33.158	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	107	8.22
8.222.164.44	2053	2053	TRUE	SIN	Asia Pacific	Singapore	67	8.22
8.222.167.8	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	8.22
47.74.4.47	2086	2086	FALSE	SIN	Asia Pacific	Singapore	168	8.22
47.245.37.29	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	77	8.22
8.222.147.203	2086	2086	FALSE	SIN	Asia Pacific	Singapore	24	8.22
47.245.15.236	2052	2052	FALSE	LAX	North America	Los Angeles	176	8.22
8.222.229.22	2086	2086	FALSE	SIN	Asia Pacific	Singapore	21	8.21
8.219.140.63	80	80	FALSE	SIN	Asia Pacific	Singapore	5	8.21
47.91.22.115	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	103	8.21
47.245.4.219	2096	2096	TRUE	SIN	Asia Pacific	Singapore	272	8.21
47.245.11.108	80	80	FALSE	HKG	Asia Pacific	Hong Kong	165	8.21
8.218.105.223	8880	8880	FALSE	SIN	Asia Pacific	Singapore	81	8.21
47.236.144.48	2082	2082	FALSE	SIN	Asia Pacific	Singapore	12	8.2
8.222.164.209	2095	2095	FALSE	SIN	Asia Pacific	Singapore	24	8.19
47.242.176.237	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	69	8.19
8.219.53.142	80	80	FALSE	SIN	Asia Pacific	Singapore	3	8.18
47.236.94.109	2086	2086	FALSE	SIN	Asia Pacific	Singapore	35	8.18
47.74.27.211	2053	2053	TRUE	SIN	Asia Pacific	Singapore	260	8.18
47.236.104.11	2053	2053	TRUE	SIN	Asia Pacific	Singapore	144	8.18
47.245.52.240	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	263	8.18
8.219.77.91	2096	2096	TRUE	SIN	Asia Pacific	Singapore	65	8.18
47.74.34.162	2082	2082	FALSE	SIN	Asia Pacific	Singapore	188	8.18
47.245.37.12	8443	8443	TRUE	SIN	Asia Pacific	Singapore	367	8.18
8.210.21.65	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	36	8.18
47.74.26.131	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	74	8.17
8.219.40.255	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	8.17
47.236.4.129	80	80	FALSE	SIN	Asia Pacific	Singapore	29	8.17
47.236.75.113	8880	8880	FALSE	SIN	Asia Pacific	Singapore	34	8.17
8.222.208.83	2096	2096	TRUE	SIN	Asia Pacific	Singapore	84	8.17
47.236.150.109	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	8.16
47.245.80.142	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	8.16
47.74.27.151	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	280	8.16
47.245.42.162	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	182	8.16
8.217.49.34	8080	8080	FALSE	SIN	Asia Pacific	Singapore	72	8.16
47.91.25.66	2096	2096	TRUE	LAX	North America	Los Angeles	175	8.16
47.236.144.208	2086	2086	FALSE	SIN	Asia Pacific	Singapore	27	8.15
8.219.100.168	8443	8443	TRUE	SIN	Asia Pacific	Singapore	85	8.15
47.245.39.49	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	161	8.15
8.222.152.165	8880	8880	FALSE	SIN	Asia Pacific	Singapore	20	8.15
47.245.37.41	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	74	8.15
8.219.178.9	2086	2086	FALSE	SIN	Asia Pacific	Singapore	28	8.14
47.245.59.243	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	8.14
8.222.137.178	2052	2052	FALSE	SIN	Asia Pacific	Singapore	18	8.14
47.91.2.5	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	136	8.14
8.219.50.180	2053	2053	TRUE	SIN	Asia Pacific	Singapore	90	8.14
8.219.98.13	2096	2096	TRUE	SIN	Asia Pacific	Singapore	95	8.13
47.245.12.179	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	168	8.13
8.209.243.172	2052	2052	FALSE	SIN	Asia Pacific	Singapore	152	8.13
47.236.130.95	443	443	TRUE	SIN	Asia Pacific	Singapore	72	8.13
47.74.11.9	8880	8880	FALSE	SIN	Asia Pacific	Singapore	165	8.13
47.245.52.165	2083	2083	TRUE	LAX	North America	Los Angeles	250	8.12
47.245.114.163	80	80	FALSE	SIN	Asia Pacific	Singapore	5	8.12
47.245.56.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	208	8.12
8.219.100.155	2087	2087	TRUE	SIN	Asia Pacific	Singapore	128	8.12
8.219.60.68	8443	8443	TRUE	SIN	Asia Pacific	Singapore	98	8.12
47.74.4.47	2053	2053	TRUE	SIN	Asia Pacific	Singapore	216	8.12
8.219.121.24	2083	2083	TRUE	SIN	Asia Pacific	Singapore	102	8.11
47.245.40.161	8880	8880	FALSE	SIN	Asia Pacific	Singapore	157	8.11
8.218.127.249	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	35	8.11
47.236.148.174	2083	2083	TRUE	SIN	Asia Pacific	Singapore	62	8.11
47.245.13.93	8443	8443	TRUE	SIN	Asia Pacific	Singapore	209	8.11
8.218.85.128	443	443	TRUE	HKG	Asia Pacific	Hong Kong	69	8.1
8.219.126.3	2053	2053	TRUE	SIN	Asia Pacific	Singapore	99	8.1
47.74.13.66	8080	8080	FALSE	SIN	Asia Pacific	Singapore	163	8.1
47.236.114.167	2095	2095	FALSE	SIN	Asia Pacific	Singapore	47	8.1
8.222.187.107	80	80	FALSE	SIN	Asia Pacific	Singapore	11	8.1
8.219.124.227	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	8.1
47.245.8.185	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	334	8.09
47.245.41.169	8080	8080	FALSE	SIN	Asia Pacific	Singapore	163	8.09
47.245.56.207	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	173	8.09
8.219.66.156	2052	2052	FALSE	SIN	Asia Pacific	Singapore	12	8.09
47.74.33.65	2053	2053	TRUE	LAX	North America	Los Angeles	207	8.09
47.245.11.118	2052	2052	FALSE	SIN	Asia Pacific	Singapore	162	8.09
8.222.175.78	2083	2083	TRUE	SIN	Asia Pacific	Singapore	82	8.09
47.245.84.155	2095	2095	FALSE	SIN	Asia Pacific	Singapore	6	8.08
47.245.58.250	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	89	8.08
8.219.77.91	2087	2087	TRUE	SIN	Asia Pacific	Singapore	66	8.08
47.245.37.29	2052	2052	FALSE	SIN	Asia Pacific	Singapore	201	8.08
8.222.175.78	8443	8443	TRUE	SIN	Asia Pacific	Singapore	43	8.08
8.219.13.143	443	443	TRUE	SIN	Asia Pacific	Singapore	73	8.08
8.219.72.51	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	8.08
47.74.7.51	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	8.08
47.243.42.219	443	443	TRUE	HKG	Asia Pacific	Hong Kong	40	8.08
47.74.23.99	2095	2095	FALSE	SIN	Asia Pacific	Singapore	158	8.07
8.222.147.203	2083	2083	TRUE	SIN	Asia Pacific	Singapore	36	8.07
47.245.108.213	80	80	FALSE	SIN	Asia Pacific	Singapore	15	8.07
47.74.13.66	2052	2052	FALSE	SIN	Asia Pacific	Singapore	168	8.07
47.245.107.174	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	8.07
8.222.164.209	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	8.07
47.91.25.66	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	164	8.07
47.245.38.233	80	80	FALSE	SIN	Asia Pacific	Singapore	167	8.07
8.222.150.197	80	80	FALSE	SIN	Asia Pacific	Singapore	10	8.06
47.245.38.233	2095	2095	FALSE	SIN	Asia Pacific	Singapore	164	8.06
8.218.8.142	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	76	8.06
8.210.65.1	8443	8443	TRUE	SIN	Asia Pacific	Singapore	122	8.06
8.209.214.157	80	80	FALSE	NRT	Asia Pacific	Tokyo	82	8.06
47.245.14.12	2086	2086	FALSE	SIN	Asia Pacific	Singapore	168	8.06
47.245.54.58	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	201	8.06
8.222.164.44	2052	2052	FALSE	SIN	Asia Pacific	Singapore	25	8.06
47.74.4.47	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	202	8.05
47.74.23.99	80	80	FALSE	SIN	Asia Pacific	Singapore	158	8.05
47.74.14.156	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	174	8.05
8.222.227.191	2083	2083	TRUE	SIN	Asia Pacific	Singapore	89	8.04
47.245.29.162	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	170	8.04
8.219.99.8	8880	8880	FALSE	SIN	Asia Pacific	Singapore	22	8.04
47.245.59.244	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	76	8.03
47.74.54.145	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	79	8.03
8.219.82.177	80	80	FALSE	SIN	Asia Pacific	Singapore	7	8.03
8.219.134.63	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	8.03
47.245.37.94	2095	2095	FALSE	SIN	Asia Pacific	Singapore	162	8.03
8.219.151.193	2053	2053	TRUE	SIN	Asia Pacific	Singapore	91	8.03
47.91.25.66	2082	0	FALSE	SIN	Asia Pacific	Singapore	160	8.02
8.219.101.72	2087	2087	TRUE	SIN	Asia Pacific	Singapore	36	8.02
47.91.1.199	2053	2053	TRUE	SIN	Asia Pacific	Singapore	200	8.02
47.242.59.216	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	86	8.02
47.74.18.121	80	80	FALSE	SIN	Asia Pacific	Singapore	161	8.02
47.241.209.61	443	443	TRUE	SIN	Asia Pacific	Singapore	52	8.02
8.219.6.187	2095	2095	FALSE	SIN	Asia Pacific	Singapore	21	8.01
47.91.14.69	80	80	FALSE	SIN	Asia Pacific	Singapore	174	8.01
8.209.243.172	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	72	8.01
8.219.72.51	80	80	FALSE	SIN	Asia Pacific	Singapore	14	8.01
8.222.208.83	8443	8443	TRUE	SIN	Asia Pacific	Singapore	112	8.01
47.245.55.235	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	124	8.01
47.245.10.123	2095	2095	FALSE	LAX	North America	Los Angeles	183	8.01
8.222.168.155	80	80	FALSE	SIN	Asia Pacific	Singapore	25	8
8.209.241.128	2096	2096	TRUE	SIN	Asia Pacific	Singapore	167	8
47.74.4.47	8880	8880	FALSE	SIN	Asia Pacific	Singapore	149	8
47.245.37.94	2086	2086	FALSE	SIN	Asia Pacific	Singapore	164	8
8.219.173.195	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	8
47.74.13.94	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	84	7.99
47.236.144.208	2087	2087	TRUE	SIN	Asia Pacific	Singapore	110	7.99
47.245.54.58	8080	8080	FALSE	SIN	Asia Pacific	Singapore	164	7.99
47.74.11.219	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	90	7.99
8.219.156.148	80	80	FALSE	SIN	Asia Pacific	Singapore	10	7.99
8.219.124.227	2087	2087	TRUE	SIN	Asia Pacific	Singapore	70	7.99
47.245.59.133	8880	8880	FALSE	SIN	Asia Pacific	Singapore	156	7.98
47.236.94.113	2082	2082	FALSE	SIN	Asia Pacific	Singapore	24	7.98
47.245.4.143	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	240	7.98
47.245.9.99	8080	8080	FALSE	SIN	Asia Pacific	Singapore	167	7.98
47.245.59.188	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	129	7.98
47.236.87.206	2087	2087	TRUE	SIN	Asia Pacific	Singapore	84	7.97
8.222.187.4	8880	8880	FALSE	SIN	Asia Pacific	Singapore	19	7.97
8.219.157.97	2083	2083	TRUE	SIN	Asia Pacific	Singapore	72	7.97
47.245.54.98	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	85	7.97
8.222.147.203	2087	2087	TRUE	SIN	Asia Pacific	Singapore	121	7.96
8.219.3.53	80	80	FALSE	SIN	Asia Pacific	Singapore	21	7.96
8.222.221.86	8443	8443	TRUE	SIN	Asia Pacific	Singapore	103	7.96
47.245.32.215	2053	2053	TRUE	SIN	Asia Pacific	Singapore	256	7.96
8.222.138.164	2053	2053	TRUE	SIN	Asia Pacific	Singapore	109	7.96
47.74.49.62	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	93	7.96
8.218.127.249	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	66	7.95
8.218.85.128	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	68	7.95
8.219.65.191	8443	8443	TRUE	SIN	Asia Pacific	Singapore	94	7.95
8.210.250.120	8880	8880	FALSE	SIN	Asia Pacific	Singapore	93	7.95
47.245.37.89	2083	2083	TRUE	SIN	Asia Pacific	Singapore	175	7.95
8.219.77.222	2053	2053	TRUE	SIN	Asia Pacific	Singapore	76	7.94
47.236.7.246	8880	8880	FALSE	SIN	Asia Pacific	Singapore	20	7.94
47.236.5.223	8880	8880	FALSE	SIN	Asia Pacific	Singapore	8	7.94
47.245.118.70	2086	2086	FALSE	SIN	Asia Pacific	Singapore	21	7.94
47.74.27.151	2052	2052	FALSE	SIN	Asia Pacific	Singapore	162	7.94
8.222.168.24	2096	2096	TRUE	SIN	Asia Pacific	Singapore	114	7.93
8.219.97.179	2053	2053	TRUE	SIN	Asia Pacific	Singapore	106	7.93
47.245.80.142	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	7.93
8.218.174.118	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	73	7.93
8.217.147.230	2096	2096	TRUE	SIN	Asia Pacific	Singapore	102	7.93
47.74.34.162	2096	2096	TRUE	LAX	North America	Los Angeles	240	7.92
8.209.222.31	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	76	7.92
47.236.97.254	8080	8080	FALSE	SIN	Asia Pacific	Singapore	34	7.92
47.236.117.48	2052	2052	FALSE	SIN	Asia Pacific	Singapore	20	7.92
47.245.37.12	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	170	7.92
47.245.26.167	2096	2096	TRUE	LAX	North America	Los Angeles	300	7.91
8.210.146.108	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	116	7.91
8.209.240.229	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	83	7.91
47.245.55.94	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	172	7.9
47.245.7.212	8880	8880	FALSE	SIN	Asia Pacific	Singapore	174	7.9
47.245.54.197	2053	2053	TRUE	SIN	Asia Pacific	Singapore	264	7.9
47.74.13.200	2083	2083	TRUE	SIN	Asia Pacific	Singapore	195	7.9
8.209.243.137	2087	2087	TRUE	SIN	Asia Pacific	Singapore	152	7.9
8.209.240.229	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	7.9
47.245.57.109	2053	2053	TRUE	LAX	North America	Los Angeles	227	7.9
47.242.234.127	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	66	7.9
47.245.118.197	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	7.9
47.236.161.155	8880	8880	FALSE	SIN	Asia Pacific	Singapore	25	7.89
47.91.2.165	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	99	7.89
8.219.102.252	2083	2083	TRUE	SIN	Asia Pacific	Singapore	128	7.89
47.245.62.84	2095	2095	FALSE	LAX	North America	Los Angeles	174	7.88
47.245.115.6	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	7.88
8.217.145.40	8443	8443	TRUE	SIN	Asia Pacific	Singapore	111	7.88
47.245.58.175	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	234	7.88
8.209.243.137	2052	2052	FALSE	SIN	Asia Pacific	Singapore	165	7.88
8.222.144.219	2086	2086	FALSE	SIN	Asia Pacific	Singapore	37	7.88
8.219.140.63	8443	8443	TRUE	SIN	Asia Pacific	Singapore	97	7.88
47.74.15.117	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	254	7.87
8.219.100.168	2053	2053	TRUE	SIN	Asia Pacific	Singapore	105	7.87
47.236.83.239	2095	2095	FALSE	SIN	Asia Pacific	Singapore	26	7.87
8.219.103.57	443	443	TRUE	SIN	Asia Pacific	Singapore	117	7.87
47.236.83.239	8443	8443	TRUE	SIN	Asia Pacific	Singapore	94	7.86
47.245.42.210	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	234	7.86
47.245.7.212	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	133	7.86
47.245.29.162	2087	2087	TRUE	SIN	Asia Pacific	Singapore	320	7.86
47.245.52.240	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	84	7.86
47.245.34.140	8880	8880	FALSE	SIN	Asia Pacific	Singapore	155	7.85
8.219.51.211	2096	2096	TRUE	SIN	Asia Pacific	Singapore	43	7.85
8.219.124.227	2096	2096	TRUE	SIN	Asia Pacific	Singapore	3	7.85
47.245.113.12	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	7.85
8.219.93.5	2052	2052	FALSE	SIN	Asia Pacific	Singapore	26	7.85
8.218.243.95	2086	2086	FALSE	SIN	Asia Pacific	Singapore	84	7.84
47.245.53.50	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	143	7.84
47.245.114.163	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	7.84
47.245.33.158	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	94	7.84
47.245.4.219	2086	2086	FALSE	SIN	Asia Pacific	Singapore	169	7.84
47.245.56.121	2096	2096	TRUE	SIN	Asia Pacific	Singapore	371	7.84
47.236.94.113	2083	2083	TRUE	SIN	Asia Pacific	Singapore	100	7.84
8.210.192.93	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	55	7.83
47.245.32.215	2087	2087	TRUE	SIN	Asia Pacific	Singapore	232	7.83
47.74.14.85	2053	2053	TRUE	LAX	North America	Los Angeles	204	7.82
8.219.156.148	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	7.82
47.91.21.107	2095	2095	FALSE	SIN	Asia Pacific	Singapore	157	7.82
8.219.126.3	2052	2052	FALSE	SIN	Asia Pacific	Singapore	10	7.82
47.74.41.87	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	73	7.81
47.243.86.79	2087	2087	TRUE	SIN	Asia Pacific	Singapore	81	7.81
8.209.240.229	80	80	FALSE	NRT	Asia Pacific	Tokyo	85	7.81
8.219.73.21	2096	2096	TRUE	SIN	Asia Pacific	Singapore	67	7.81
47.91.3.87	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	83	7.81
8.219.13.143	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	7.81
47.245.30.65	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	82	7.81
47.91.10.228	2087	2087	TRUE	LAX	North America	Los Angeles	213	7.81
47.245.37.94	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	114	7.81
8.222.147.203	2095	2095	FALSE	SIN	Asia Pacific	Singapore	39	7.8
47.91.10.228	8443	8443	TRUE	SIN	Asia Pacific	Singapore	185	7.8
