IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
8.222.221.86	2086	2086	FALSE	SIN	Asia Pacific	Singapore	49	8.27
47.236.15.73	2095	2095	FALSE	SIN	Asia Pacific	Singapore	30	8.27
47.76.94.15	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	45	8.27
47.74.44.57	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	287	8.27
8.219.93.85	2095	2095	FALSE	SIN	Asia Pacific	Singapore	23	8.27
8.222.152.165	2096	2096	TRUE	SIN	Asia Pacific	Singapore	46	8.26
8.222.238.141	8880	8880	FALSE	SIN	Asia Pacific	Singapore	9	8.26
47.245.114.163	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	8.26
47.245.107.174	80	80	FALSE	SIN	Asia Pacific	Singapore	11	8.25
8.210.65.1	8880	0	FALSE	HKG	Asia Pacific	Hong Kong	36	8.25
8.219.201.245	2053	2053	TRUE	SIN	Asia Pacific	Singapore	90	8.24
8.219.174.213	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	8.24
47.236.116.26	2053	2053	TRUE	SIN	Asia Pacific	Singapore	103	8.24
8.222.144.219	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	8.24
47.74.36.154	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	169	8.23
8.217.167.88	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	55	8.23
8.219.196.24	2052	2052	FALSE	SIN	Asia Pacific	Singapore	20	8.23
8.209.214.157	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	82	8.23
47.74.10.135	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	173	8.23
47.91.14.62	2096	2096	TRUE	LAX	North America	Los Angeles	187	8.23
8.219.124.227	2096	2096	TRUE	SIN	Asia Pacific	Singapore	107	8.22
8.219.175.127	2082	2082	FALSE	SIN	Asia Pacific	Singapore	16	8.22
47.74.34.73	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	113	8.21
47.245.58.175	8880	8880	FALSE	SIN	Asia Pacific	Singapore	167	8.21
8.219.60.130	80	80	FALSE	SIN	Asia Pacific	Singapore	12	8.21
8.219.115.215	8443	8443	TRUE	SIN	Asia Pacific	Singapore	151	8.21
47.91.18.207	8880	0	FALSE	HKG	Asia Pacific	Hong Kong	143	8.21
8.209.240.227	2086	2086	FALSE	SIN	Asia Pacific	Singapore	159	8.21
8.219.55.31	2052	2052	FALSE	SIN	Asia Pacific	Singapore	92	8.21
8.219.99.8	8080	8080	FALSE	SIN	Asia Pacific	Singapore	44	8.21
47.74.14.85	8080	8080	FALSE	SIN	Asia Pacific	Singapore	151	8.2
47.245.53.50	2095	2095	FALSE	SIN	Asia Pacific	Singapore	182	8.2
47.245.56.207	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	86	8.2
8.217.91.121	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	90	8.2
8.219.84.214	80	80	FALSE	SIN	Asia Pacific	Singapore	14	8.2
8.219.106.156	8443	8443	TRUE	SIN	Asia Pacific	Singapore	96	8.2
8.209.243.99	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	119	8.2
47.74.5.99	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	8.2
47.236.7.13	2086	2086	FALSE	SIN	Asia Pacific	Singapore	21	8.2
8.218.2.181	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	48	8.2
47.74.27.211	80	80	FALSE	SIN	Asia Pacific	Singapore	183	8.19
8.219.58.64	80	80	FALSE	SIN	Asia Pacific	Singapore	14	8.19
8.219.103.57	8443	8443	TRUE	SIN	Asia Pacific	Singapore	116	8.19
47.74.42.111	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	82	8.19
8.219.82.35	80	80	FALSE	SIN	Asia Pacific	Singapore	15	8.18
8.219.154.107	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	8.18
47.236.97.90	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	8.17
8.219.174.142	2052	2052	FALSE	SIN	Asia Pacific	Singapore	23	8.17
47.245.56.50	80	80	FALSE	HKG	Asia Pacific	Hong Kong	196	8.17
47.74.16.255	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	131	8.17
8.218.48.92	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	74	8.17
47.91.3.179	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	147	8.17
8.219.58.64	443	443	TRUE	SIN	Asia Pacific	Singapore	112	8.17
47.74.37.50	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	172	8.16
8.222.159.252	2083	2083	TRUE	SIN	Asia Pacific	Singapore	75	8.16
8.222.131.102	2087	2087	TRUE	SIN	Asia Pacific	Singapore	69	8.16
8.219.79.74	2083	2083	TRUE	SIN	Asia Pacific	Singapore	134	8.16
47.236.11.84	8080	8080	FALSE	SIN	Asia Pacific	Singapore	50	8.16
8.219.60.130	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	8.15
47.74.27.94	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	169	8.15
47.243.162.49	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	67	8.15
47.245.58.175	2052	2052	FALSE	SIN	Asia Pacific	Singapore	164	8.15
8.219.12.152	2096	2096	TRUE	SIN	Asia Pacific	Singapore	49	8.15
8.219.174.142	2083	2083	TRUE	SIN	Asia Pacific	Singapore	73	8.15
47.236.97.254	2096	2096	TRUE	SIN	Asia Pacific	Singapore	52	8.15
8.219.141.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	44	8.15
47.245.113.117	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	180	8.15
8.219.157.97	8443	8443	TRUE	SIN	Asia Pacific	Singapore	122	8.15
8.222.138.164	2096	2096	TRUE	SIN	Asia Pacific	Singapore	46	8.15
47.74.13.66	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	261	8.14
8.219.199.220	2053	2053	TRUE	SIN	Asia Pacific	Singapore	85	8.14
8.219.170.58	2082	2082	FALSE	SIN	Asia Pacific	Singapore	3	8.14
8.219.40.255	443	443	TRUE	SIN	Asia Pacific	Singapore	21	8.14
8.219.101.72	2087	2087	TRUE	SIN	Asia Pacific	Singapore	137	8.14
8.209.215.247	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	120	8.13
8.219.178.9	2082	2082	FALSE	SIN	Asia Pacific	Singapore	69	8.13
47.74.18.121	2052	2052	FALSE	LAX	North America	Los Angeles	178	8.13
8.219.73.188	2083	2083	TRUE	SIN	Asia Pacific	Singapore	124	8.13
8.219.82.35	443	443	TRUE	SIN	Asia Pacific	Singapore	127	8.13
8.219.73.188	2087	2087	TRUE	SIN	Asia Pacific	Singapore	141	8.13
47.74.42.63	2052	2052	FALSE	SIN	Asia Pacific	Singapore	186	8.13
47.74.39.194	2082	2082	FALSE	SIN	Asia Pacific	Singapore	154	8.13
8.222.169.182	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	8.12
47.74.34.135	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	130	8.12
8.222.180.242	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	40	8.12
8.219.147.58	2096	2096	TRUE	SIN	Asia Pacific	Singapore	90	8.12
47.236.144.208	80	80	FALSE	SIN	Asia Pacific	Singapore	28	8.12
47.74.37.50	2095	2095	FALSE	LAX	North America	Los Angeles	169	8.12
47.74.52.188	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	286	8.12
47.74.11.9	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	178	8.11
47.236.145.85	8880	8880	FALSE	SIN	Asia Pacific	Singapore	16	8.11
47.74.36.154	2095	2095	FALSE	SIN	Asia Pacific	Singapore	160	8.11
8.219.248.47	2096	2096	TRUE	SIN	Asia Pacific	Singapore	84	8.1
8.219.77.222	8443	8443	TRUE	SIN	Asia Pacific	Singapore	118	8.1
8.219.51.211	80	80	FALSE	SIN	Asia Pacific	Singapore	6	8.09
47.91.25.66	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	177	8.08
47.91.23.146	8443	8443	TRUE	SIN	Asia Pacific	Singapore	192	8.08
8.219.111.147	2087	2087	TRUE	SIN	Asia Pacific	Singapore	67	8.08
8.219.55.31	2095	2095	FALSE	LAX	North America	Los Angeles	177	8.08
8.222.211.16	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	8.07
47.74.12.139	2082	2082	FALSE	LAX	North America	Los Angeles	176	8.07
8.219.72.51	443	443	TRUE	SIN	Asia Pacific	Singapore	153	8.07
8.209.243.99	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	132	8.07
8.222.154.227	8880	8880	FALSE	SIN	Asia Pacific	Singapore	52	8.07
8.219.102.252	2096	2096	TRUE	SIN	Asia Pacific	Singapore	140	8.07
47.91.1.199	8443	8443	TRUE	SIN	Asia Pacific	Singapore	178	8.07
8.222.175.78	2052	2052	FALSE	SIN	Asia Pacific	Singapore	35	8.07
47.74.52.104	2087	2087	TRUE	LAX	North America	Los Angeles	228	8.06
8.219.173.233	2083	2083	TRUE	SIN	Asia Pacific	Singapore	93	8.06
8.209.222.232	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	163	8.06
8.219.126.3	2096	2096	TRUE	SIN	Asia Pacific	Singapore	134	8.06
47.76.80.72	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	44	8.06
8.209.242.25	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	177	8.06
8.219.115.215	8443	8443	TRUE	SIN	Asia Pacific	Singapore	87	8.05
8.219.152.195	2053	2053	TRUE	SIN	Asia Pacific	Singapore	85	8.05
47.74.54.33	2087	2087	TRUE	SIN	Asia Pacific	Singapore	177	8.05
8.222.130.137	2096	2096	TRUE	SIN	Asia Pacific	Singapore	56	8.05
8.219.106.15	443	443	TRUE	SIN	Asia Pacific	Singapore	79	8.05
8.219.142.191	2052	2052	FALSE	SIN	Asia Pacific	Singapore	35	8.05
8.219.141.174	8880	8880	FALSE	SIN	Asia Pacific	Singapore	18	8.05
47.245.59.243	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	205	8.05
47.74.5.233	8880	8880	FALSE	SIN	Asia Pacific	Singapore	147	8.04
8.218.18.235	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	121	8.04
47.245.54.98	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	199	8.04
8.219.5.10	2082	2082	FALSE	SIN	Asia Pacific	Singapore	23	8.03
8.222.224.163	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	8.03
8.219.51.211	2083	2083	TRUE	SIN	Asia Pacific	Singapore	45	8.03
47.74.11.9	2095	2095	FALSE	SIN	Asia Pacific	Singapore	155	8.03
47.245.107.174	2053	2053	TRUE	SIN	Asia Pacific	Singapore	66	8.03
8.219.107.199	2083	2083	TRUE	SIN	Asia Pacific	Singapore	73	8.02
47.245.53.50	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	173	8.02
8.219.129.38	2082	2082	FALSE	SIN	Asia Pacific	Singapore	36	8.02
8.219.112.75	2087	2087	TRUE	SIN	Asia Pacific	Singapore	146	8.02
8.219.93.5	2096	2096	TRUE	SIN	Asia Pacific	Singapore	137	8.02
8.219.170.58	2096	2096	TRUE	SIN	Asia Pacific	Singapore	44	8.02
47.74.11.219	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	76	8.02
8.219.112.75	2096	2096	TRUE	SIN	Asia Pacific	Singapore	83	8.02
8.219.53.142	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	8.01
47.74.5.99	2087	2087	TRUE	SIN	Asia Pacific	Singapore	229	8.01
8.219.60.54	2053	2053	TRUE	SIN	Asia Pacific	Singapore	93	8.01
8.222.168.24	2053	2053	TRUE	SIN	Asia Pacific	Singapore	81	8.01
8.219.121.24	2096	2096	TRUE	SIN	Asia Pacific	Singapore	101	8.01
8.219.134.63	8443	8443	TRUE	SIN	Asia Pacific	Singapore	110	8.01
8.219.172.128	2052	2052	FALSE	SIN	Asia Pacific	Singapore	9	8.01
47.236.114.23	2087	2087	TRUE	SIN	Asia Pacific	Singapore	75	8
47.236.121.7	8880	8880	FALSE	SIN	Asia Pacific	Singapore	20	8
8.219.213.133	8443	8443	TRUE	SIN	Asia Pacific	Singapore	72	8
8.222.182.10	8443	8443	TRUE	SIN	Asia Pacific	Singapore	63	8
47.245.59.244	2052	2052	FALSE	SIN	Asia Pacific	Singapore	156	8
8.210.3.24	443	443	TRUE	HKG	Asia Pacific	Hong Kong	42	8
47.74.10.135	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	166	8
47.245.59.188	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	193	8
8.219.151.193	2095	2095	FALSE	SIN	Asia Pacific	Singapore	11	7.99
8.219.121.87	2083	2083	TRUE	SIN	Asia Pacific	Singapore	70	7.99
47.245.55.235	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	166	7.99
8.209.214.157	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	94	7.99
8.222.202.163	80	80	FALSE	SIN	Asia Pacific	Singapore	4	7.99
8.219.43.243	80	80	FALSE	SIN	Asia Pacific	Singapore	8	7.99
8.222.155.242	2082	2082	FALSE	SIN	Asia Pacific	Singapore	35	7.99
47.236.115.54	443	443	TRUE	SIN	Asia Pacific	Singapore	64	7.98
47.236.148.174	80	80	FALSE	SIN	Asia Pacific	Singapore	21	7.98
8.219.72.51	2096	2096	TRUE	SIN	Asia Pacific	Singapore	58	7.98
8.219.61.52	2087	2087	TRUE	SIN	Asia Pacific	Singapore	86	7.98
47.74.54.145	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	126	7.98
8.222.138.164	2086	2086	FALSE	SIN	Asia Pacific	Singapore	19	7.98
8.219.142.191	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	7.98
8.219.170.180	2086	2086	FALSE	SIN	Asia Pacific	Singapore	10	7.97
8.219.185.191	2083	2083	TRUE	SIN	Asia Pacific	Singapore	63	7.97
47.74.5.99	2053	2053	TRUE	LAX	North America	Los Angeles	317	7.97
47.236.94.109	2087	2087	TRUE	SIN	Asia Pacific	Singapore	58	7.97
8.219.141.174	2082	2082	FALSE	SIN	Asia Pacific	Singapore	39	7.96
8.210.151.69	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	41	7.96
47.74.15.80	80	80	FALSE	HKG	Asia Pacific	Hong Kong	168	7.96
47.245.54.140	2086	2086	FALSE	SIN	Asia Pacific	Singapore	186	7.95
8.222.224.162	2083	2083	TRUE	SIN	Asia Pacific	Singapore	119	7.95
47.236.75.113	2087	2087	TRUE	SIN	Asia Pacific	Singapore	37	7.95
8.210.151.69	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	59	7.95
8.219.237.250	8443	8443	TRUE	SIN	Asia Pacific	Singapore	53	7.94
47.74.11.9	80	80	FALSE	HKG	Asia Pacific	Hong Kong	177	7.94
47.242.171.94	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	79	7.94
47.236.82.218	8080	8080	FALSE	SIN	Asia Pacific	Singapore	39	7.94
8.219.142.229	443	443	TRUE	SIN	Asia Pacific	Singapore	114	7.94
8.209.255.195	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	161	7.94
8.222.180.86	8443	8443	TRUE	SIN	Asia Pacific	Singapore	99	7.93
8.219.201.174	2087	2087	TRUE	SIN	Asia Pacific	Singapore	88	7.93
47.236.116.26	2082	2082	FALSE	SIN	Asia Pacific	Singapore	24	7.93
8.219.103.57	2083	2083	TRUE	SIN	Asia Pacific	Singapore	138	7.93
8.219.101.138	2095	2095	FALSE	SIN	Asia Pacific	Singapore	15	7.93
47.91.1.199	8080	8080	FALSE	SIN	Asia Pacific	Singapore	163	7.93
47.245.52.240	2086	2086	FALSE	SIN	Asia Pacific	Singapore	163	7.92
8.217.221.165	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	93	7.92
8.219.174.142	2087	2087	TRUE	SIN	Asia Pacific	Singapore	95	7.92
8.219.173.195	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	132	7.92
8.219.137.50	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	7.91
47.245.108.213	80	80	FALSE	SIN	Asia Pacific	Singapore	21	7.91
8.217.145.40	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	83	7.91
47.74.54.33	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	188	7.9
8.222.137.178	2053	2053	TRUE	SIN	Asia Pacific	Singapore	122	7.9
8.219.170.58	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	7.9
47.74.27.151	2086	2086	FALSE	SIN	Asia Pacific	Singapore	161	7.9
8.219.197.111	2053	2053	TRUE	SIN	Asia Pacific	Singapore	44	7.9
47.74.16.67	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	290	7.89
8.222.145.164	2083	2083	TRUE	SIN	Asia Pacific	Singapore	103	7.89
47.74.26.132	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	261	7.89
47.245.55.94	2083	2083	TRUE	SIN	Asia Pacific	Singapore	300	7.89
8.218.65.237	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	35	7.89
47.236.144.48	8880	8880	FALSE	SIN	Asia Pacific	Singapore	21	7.89
47.242.234.127	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	47	7.88
47.236.7.206	8880	8880	FALSE	SIN	Asia Pacific	Singapore	17	7.88
47.236.7.13	8443	8443	TRUE	SIN	Asia Pacific	Singapore	63	7.88
47.245.108.213	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	7.88
8.222.188.56	2086	2086	FALSE	SIN	Asia Pacific	Singapore	17	7.88
47.74.3.2	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	142	7.88
8.219.55.31	8880	8880	FALSE	LAX	North America	Los Angeles	197	7.88
8.219.114.201	8443	8443	TRUE	SIN	Asia Pacific	Singapore	89	7.87
8.219.140.63	8080	8080	FALSE	SIN	Asia Pacific	Singapore	7	7.87
8.217.91.121	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	61	7.87
8.222.252.150	443	443	TRUE	SIN	Asia Pacific	Singapore	90	7.87
8.219.173.195	2053	2053	TRUE	SIN	Asia Pacific	Singapore	65	7.87
8.219.235.164	2087	2087	TRUE	SIN	Asia Pacific	Singapore	115	7.87
47.74.23.99	2087	2087	TRUE	SIN	Asia Pacific	Singapore	233	7.86
8.219.129.38	8443	8443	TRUE	SIN	Asia Pacific	Singapore	118	7.86
8.222.187.4	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	7.86
8.222.187.4	8443	8443	TRUE	SIN	Asia Pacific	Singapore	108	7.86
8.219.178.9	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	7.85
47.91.19.249	2096	2096	TRUE	LAX	North America	Los Angeles	175	7.85
8.219.84.102	2096	2096	TRUE	SIN	Asia Pacific	Singapore	143	7.85
8.219.112.75	2082	2082	FALSE	SIN	Asia Pacific	Singapore	17	7.85
47.236.82.218	2086	2086	FALSE	SIN	Asia Pacific	Singapore	45	7.84
8.219.201.174	8443	8443	TRUE	SIN	Asia Pacific	Singapore	77	7.83
8.210.245.224	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	39	7.83
47.74.42.63	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	170	7.83
47.74.22.171	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	177	7.82
8.219.56.205	2087	2087	TRUE	SIN	Asia Pacific	Singapore	53	7.82
47.74.26.131	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	7.82
8.219.170.58	2087	2087	TRUE	SIN	Asia Pacific	Singapore	190	7.82
8.219.98.13	2096	2096	TRUE	SIN	Asia Pacific	Singapore	110	7.81
47.245.115.6	2086	2086	FALSE	SIN	Asia Pacific	Singapore	6	7.81
8.217.251.62	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	78	7.81
8.222.212.172	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	7.81
47.74.34.38	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	220	7.8
8.219.60.68	2096	2096	TRUE	SIN	Asia Pacific	Singapore	160	7.8
8.222.190.225	2086	2086	FALSE	SIN	Asia Pacific	Singapore	48	7.8
47.74.26.132	8080	8080	FALSE	LAX	North America	Los Angeles	179	7.8
8.219.126.240	2053	2053	TRUE	SIN	Asia Pacific	Singapore	104	7.8
47.243.161.235	443	443	TRUE	HKG	Asia Pacific	Hong Kong	76	7.79
8.222.144.219	2087	2087	TRUE	SIN	Asia Pacific	Singapore	76	7.79
8.219.65.191	2096	2096	TRUE	SIN	Asia Pacific	Singapore	100	7.79
47.74.54.145	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	79	7.79
47.74.27.151	2096	2096	TRUE	SIN	Asia Pacific	Singapore	239	7.79
8.218.85.128	443	443	TRUE	HKG	Asia Pacific	Hong Kong	77	7.78
8.222.224.162	2095	2095	FALSE	SIN	Asia Pacific	Singapore	79	7.78
8.219.77.91	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	7.78
47.236.65.177	8443	8443	TRUE	SIN	Asia Pacific	Singapore	92	7.78
8.222.150.197	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	7.78
8.219.141.174	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	7.78
47.74.34.162	80	80	FALSE	SIN	Asia Pacific	Singapore	153	7.78
8.219.104.242	2095	2095	FALSE	SIN	Asia Pacific	Singapore	11	7.78
47.74.11.219	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	121	7.77
8.219.74.35	2096	2096	TRUE	SIN	Asia Pacific	Singapore	70	7.77
8.219.154.107	2083	2083	TRUE	SIN	Asia Pacific	Singapore	86	7.77
47.74.10.135	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	171	7.77
8.219.175.127	80	80	FALSE	SIN	Asia Pacific	Singapore	20	7.76
47.74.50.249	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	186	7.76
47.91.3.179	8880	0	FALSE	NRT	Asia Pacific	Tokyo	110	7.76
47.74.27.94	2053	2053	TRUE	SIN	Asia Pacific	Singapore	179	7.76
8.219.72.50	8443	8443	TRUE	SIN	Asia Pacific	Singapore	81	7.76
8.219.137.50	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	7.76
47.236.144.208	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	7.76
8.219.137.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	149	7.75
8.217.251.62	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	88	7.75
47.245.54.197	80	80	FALSE	HKG	Asia Pacific	Hong Kong	171	7.75
8.210.146.108	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	43	7.74
47.74.27.94	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	289	7.74
8.217.221.165	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	42	7.74
47.245.90.176	2052	2052	FALSE	SIN	Asia Pacific	Singapore	8	7.74
47.74.36.154	2052	2052	FALSE	LAX	North America	Los Angeles	171	7.74
8.219.126.3	80	80	FALSE	SIN	Asia Pacific	Singapore	48	7.74
47.74.26.131	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	7.74
8.217.145.40	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	51	7.74
8.210.174.156	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	64	7.73
47.74.34.162	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	172	7.73
47.91.2.165	2082	0	FALSE	SIN	Asia Pacific	Singapore	172	7.73
8.219.111.147	2052	2052	FALSE	SIN	Asia Pacific	Singapore	15	7.73
8.219.142.191	2087	2087	TRUE	SIN	Asia Pacific	Singapore	78	7.73
47.243.86.79	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	54	7.73
47.74.11.251	8880	8880	FALSE	SIN	Asia Pacific	Singapore	154	7.72
8.219.60.130	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	7.72
8.219.121.87	2096	2096	TRUE	SIN	Asia Pacific	Singapore	136	7.71
8.219.121.87	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	7.71
8.219.6.157	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	7.71
8.219.157.97	2087	2087	TRUE	SIN	Asia Pacific	Singapore	120	7.71
8.219.236.8	2096	2096	TRUE	SIN	Asia Pacific	Singapore	94	7.7
47.245.52.165	2052	2052	FALSE	LAX	North America	Los Angeles	192	7.7
47.242.79.71	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	60	7.7
47.74.3.2	2052	2052	FALSE	LAX	North America	Los Angeles	198	7.7
8.222.167.147	8080	8080	FALSE	SIN	Asia Pacific	Singapore	24	7.7
47.74.12.139	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	7.69
47.74.9.63	8443	8443	TRUE	SIN	Asia Pacific	Singapore	248	7.69
8.222.167.8	2087	2087	TRUE	SIN	Asia Pacific	Singapore	107	7.69
8.209.222.31	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	103	7.69
8.219.210.226	8880	8880	FALSE	SIN	Asia Pacific	Singapore	5	7.69
8.222.136.196	2095	2095	FALSE	SIN	Asia Pacific	Singapore	43	7.69
8.219.6.187	2082	2082	FALSE	SIN	Asia Pacific	Singapore	6	7.69
8.219.72.51	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	130	7.68
47.242.171.94	8080	0	FALSE	HKG	Asia Pacific	Hong Kong	39	7.68
8.222.130.137	8443	8443	TRUE	SIN	Asia Pacific	Singapore	43	7.68
8.219.121.87	2087	2087	TRUE	SIN	Asia Pacific	Singapore	84	7.68
47.74.42.63	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	198	7.68
47.74.50.249	2082	2082	FALSE	LAX	North America	Los Angeles	172	7.68
8.219.97.179	8080	8080	FALSE	SIN	Asia Pacific	Singapore	42	7.68
8.219.50.180	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	76	7.67
47.74.27.211	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	259	7.67
47.245.52.165	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	271	7.67
8.219.73.188	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	7.67
8.219.84.214	8880	8880	FALSE	SIN	Asia Pacific	Singapore	30	7.67
47.236.150.109	2086	2086	FALSE	SIN	Asia Pacific	Singapore	22	7.67
8.209.241.128	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	109	7.67
8.219.179.34	80	80	FALSE	SIN	Asia Pacific	Singapore	4	7.67
47.74.37.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	154	7.67
8.219.179.34	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	7.66
47.74.26.132	2087	2087	TRUE	SIN	Asia Pacific	Singapore	282	7.66
8.219.55.31	2083	2083	TRUE	LAX	North America	Los Angeles	200	7.66
47.74.13.200	2053	2053	TRUE	LAX	North America	Los Angeles	275	7.66
47.245.113.117	8443	8443	TRUE	SIN	Asia Pacific	Singapore	96	7.65
8.217.221.165	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	54	7.65
8.222.174.108	2096	2096	TRUE	SIN	Asia Pacific	Singapore	82	7.65
47.74.54.33	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	164	7.65
8.219.12.152	2086	2086	FALSE	SIN	Asia Pacific	Singapore	7	7.65
8.222.147.203	2096	2096	TRUE	SIN	Asia Pacific	Singapore	171	7.65
8.210.3.24	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	56	7.64
